voter,txid,for,power
SP3573HMB9SPCTMT85YS85KEPYCX33E6MZGQ5QB2A,0x0bd70b5b1c95c87790644beedaa1b0141aed4e1f8a154f075771049d74bce1e1,true,3449000000000
